Time,Velocity,GForce,TWR,Mass,AltitudeFromTerrain,DownrangeDistance,Latitude,Apoapsis,Periapsis,OrbitalVelocity,
1,3,1.66,1.56,127.63,98.19,0,-0.1,85,0,175,
2,10,1.77,1.77,126.65,104.82,0,-0.1,97,0,175,
3,18,1.79,1.79,125.66,119.09,0,-0.1,123,0,176,
4,26,1.8,1.8,124.68,141.12,0,-0.1,162,0,178,
5,34,1.81,1.82,123.7,170.98,0,-0.1,216,0,181,
6,42,1.82,1.83,122.69,209.54,0.01,-0.1,286,0,185,
7,50,1.84,1.85,121.73,254.34,0.01,-0.1,367,0,190,
8,59,1.85,1.87,120.75,307.94,0.03,-0.1,465,0,195,
9,67,1.86,1.88,119.76,369.56,0.04,-0.1,578,0,201,
10,76,1.87,1.9,118.78,439.34,0.06,-0.1,706,0,207,
11,85,1.88,1.92,117.79,517.35,0.08,-0.1,851,0,212,
12,94,1.89,1.94,116.81,603.65,0.1,-0.1,1013,0,219,
13,104,1.91,1.96,115.83,698.28,0.13,-0.1,1189,0,226,
14,113,1.92,1.98,114.82,803.44,0.17,-0.1,1384,0,234,
15,123,1.91,2,113.86,912.77,0.2,-0.11,1588,0,241,
16,132,1.91,2.02,112.88,1032.74,0.25,-0.11,1816,0,248,
17,142,1.92,2.04,111.89,1161.31,0.29,-0.11,2062,0,256,
18,151,1.94,2.06,110.91,1298.61,0.35,-0.11,2324,0,263,
19,161,1.96,2.08,109.92,1444.71,0.4,-0.12,2605,0,272,
20,171,1.99,2.11,108.94,1599.56,0.46,-0.12,2903,0,281,
21,182,2,2.14,107.96,1763.31,0.53,-0.12,3216,0,290,
22,192,1.99,2.16,106.97,1935.97,0.6,-0.13,3552,0,299,
23,203,2,2.18,105.99,2117.56,0.68,-0.13,3908,0,308,
24,214,2.02,2.21,104.99,2312.1,0.76,-0.14,4290,0,318,
25,225,2.02,2.24,104,2511.78,0.85,-0.14,4672,0,328,
26,236,2.05,2.26,103.02,2720.23,0.95,-0.15,5073,0,339,
27,247,2.07,2.29,102.05,2933.16,1.06,-0.15,5493,0,350,
28,259,2.09,2.32,101.07,3159.33,1.17,-0.16,5940,0,361,
29,271,2.12,2.34,100.09,3394.57,1.29,-0.17,6405,0,373,
30,284,2.15,2.37,99.08,3643.85,1.42,-0.17,6899,0,386,
31,297,2.17,2.41,98.1,3897.43,1.57,-0.18,7402,0,400,
32,310,2.13,2.43,97.12,4159.92,1.72,-0.19,7914,0,413,
33,322,2.06,2.46,96.13,4430.81,1.88,-0.2,8426,0,425,
34,333,1.98,2.5,95.15,4709.36,2.05,-0.21,8929,0,437,
35,344,1.9,2.53,94.16,4994.76,2.23,-0.22,9421,0,448,
36,354,1.86,2.56,93.2,5280.41,2.42,-0.23,9897,0,459,
37,365,1.86,2.59,92.2,5583.58,2.62,-0.25,10396,0,470,
38,375,1.87,2.63,91.21,5886.5,2.83,-0.26,10895,0,481,
39,386,1.89,2.66,90.25,6188.82,3.05,-0.27,11394,0,492,
40,397,1.91,2.69,89.27,6502.91,3.28,-0.29,11914,0,504,
41,408,1.94,2.73,88.28,6822.69,3.52,-0.3,12449,0,516,
42,420,1.97,2.76,87.3,7148.24,3.77,-0.32,12998,0,528,
43,432,2,2.8,86.31,7479.69,4.04,-0.33,13563,0,541,
44,444,2.04,2.83,85.33,7817.17,4.31,-0.35,14146,0,554,
45,457,2.05,2.88,84.33,8167.67,4.6,-0.37,14759,0,568,
46,470,1.96,2.92,83.34,8516.56,4.91,-0.38,15296,0,581,
47,482,2.01,2.95,82.36,8869.36,5.22,-0.4,15806,0,593,
48,495,2.17,2.99,81.38,9226.52,5.55,-0.42,16392,0,608,
49,510,2.22,3.04,80.39,9589.97,5.89,-0.44,17065,0,623,
50,524,2.14,3.08,79.43,9953.4,6.24,-0.47,17776,0,637,
51,535,2.41,3.12,78.44,10332.83,6.6,-0.49,18602,0,649,
52,546,2.34,3.16,77.46,10722.02,6.97,-0.51,19469,0,662,
53,562,2.38,3.21,76.46,11128.85,7.35,-0.53,20348,0,679,
54,579,2.56,3.25,75.49,11528.94,7.74,-0.55,21221,0,697,
55,599,2.67,3.3,74.49,11955.12,8.15,-0.58,22171,0,717,
56,618,2.68,3.35,73.53,12374.19,8.57,-0.6,23115,0,737,
57,638,2.6,3.39,72.52,12820.58,9.02,-0.62,24153,0,757,
58,656,2.62,3.44,71.56,13259.65,9.46,-0.65,25216,0,775,
59,675,2.7,3.5,70.55,13727.86,9.94,-0.67,26390,0,795,
60,695,2.84,3.54,69.57,14198.29,10.43,-0.7,27585,0,817,
61,717,2.99,3.6,68.61,14670.42,10.92,-0.72,28806,0,839,
62,741,3.07,3.65,67.62,15163.73,11.45,-0.75,30106,0,863,
63,766,3.13,3.71,66.62,15678.95,12,-0.78,31479,0,888,
64,778,1.11,1.69,66.03,16183.32,12.55,-0.81,32329,0,901,
65,784,1.36,2.21,55.94,16708.25,13.13,-0.84,32913,0,908,
66,792,1.5,2.01,55.59,17213.21,13.7,-0.87,33571,0,917,
67,801,1.54,2.03,55.23,17729.78,14.29,-0.9,34252,0,926,
68,811,1.59,2.04,54.86,18247.93,14.89,-0.93,34967,0,937,
69,821,1.62,2.06,54.5,18767.98,15.5,-0.97,35708,0,947,
70,831,1.64,2.07,54.14,19290.43,16.12,-1,36499,0,958,
71,841,1.7,2.08,53.77,19826.49,16.76,-1.03,37372,0,968,
72,850,1.73,2.1,53.41,20345.03,17.38,-1.06,38253,0,979,
73,861,1.76,2.11,53.04,20888.75,18.04,-1.1,39171,0,991,
74,872,1.8,2.13,52.68,21425.78,18.7,-1.13,40098,0,1002,
75,884,1.84,2.14,52.32,21966.8,19.36,-1.16,41046,0,1015,
76,896,1.88,2.16,51.96,22500.84,20.03,-1.2,41993,0,1028,
77,910,1.94,2.17,51.59,23060.59,20.73,-1.23,42972,0,1042,
78,923,1.96,2.19,51.24,23602.36,21.42,-1.26,43921,0,1056,
79,937,1.98,2.21,50.87,24159.8,22.13,-1.3,45015,0,1070,
80,951,2,2.22,50.51,24722.76,22.86,-1.34,46244,0,1084,
81,965,2.04,2.24,50.15,25291.63,23.6,-1.37,47450,0,1099,
82,980,2.09,2.26,49.79,25866.04,24.35,-1.41,48609,0,1114,
83,995,2.11,2.27,49.42,26445.7,25.11,-1.45,49751,0,1130,
84,1011,2.13,2.29,49.05,27043.45,25.91,-1.49,51099,0,1146,
85,1025,2.17,2.31,48.7,27625.84,26.68,-1.52,52727,0,1160,
86,1039,2.21,2.32,48.34,28230.36,27.48,-1.56,54480,0,1173,
87,1053,2.27,2.34,47.97,28846.89,28.29,-1.6,56357,0,1187,
88,1066,2.27,2.36,47.61,29475.93,29.1,-1.65,58397,0,1199,
89,1080,2.28,2.38,47.25,30116.75,29.92,-1.69,60361,0,1213,
90,1094,2.36,2.4,46.88,30779.88,30.76,-1.73,62046,0,1228,
91,1105,2.44,2.41,46.52,31436.03,31.6,-1.77,63338,0,1240,
92,1114,2.46,2.43,46.15,32095.62,32.44,-1.81,64413,0,1252,
93,1126,2.43,2.45,45.8,32745.15,33.28,-1.84,65638,0,1265,
94,1142,2.4,2.47,45.43,33426.75,34.16,-1.88,67477,0,1282,
95,1160,2.42,2.49,45.07,34089.97,35.02,-1.92,69614,0,1300,
96,1178,2.45,2.51,44.71,34777.51,35.91,-1.96,71912,0,1318,
97,1196,2.48,2.53,44.35,35477.41,36.81,-2,74473,0,1336,
98,1213,2.51,2.55,43.98,36204.81,37.74,-2.04,77291,0,1353,
99,1232,2.53,2.57,43.61,36930.3,38.66,-2.07,79912,0,1372,
100,1252,2.56,2.6,43.26,37650.96,39.58,-2.11,82195,0,1392,
101,1257,0.04,2.61,43.1,38391.91,40.53,-2.15,83161,0,1398,
102,1260,2.06,2.61,42.98,39128.24,41.48,-2.19,83824,0,1402,
103,1259,0.03,2.62,42.92,39863.65,42.44,-2.23,84193,0,1402,
104,1254,0.03,2.62,42.92,40592.62,43.39,-2.27,84167,0,1397,
105,1249,0.02,2.62,42.92,41315.01,44.34,-2.31,84145,0,1392,
106,1244,0.02,2.62,42.92,42030.85,45.29,-2.35,84126,0,1388,
107,1239,0.02,2.62,42.92,42740.2,46.24,-2.39,84108,0,1383,
108,1234,0.02,2.62,42.92,43443.09,47.18,-2.43,84093,0,1378,
109,1229,0.04,2.66,42.33,44153.41,48.15,-2.47,84069,0,1374,
110,1224,0.04,2.66,42.33,44843.2,49.09,-2.51,84035,0,1369,
111,1219,0.03,2.66,42.33,45526.46,50.02,-2.55,84004,0,1365,
112,1214,0.03,2.66,42.33,46203.24,50.96,-2.59,83977,0,1360,
113,1209,0.03,2.66,42.33,46873.55,51.89,-2.63,83953,0,1356,
114,1204,0.03,2.66,42.33,47537.42,52.82,-2.67,83931,0,1351,
115,1199,0.02,2.66,42.33,48194.88,53.75,-2.71,83912,0,1347,
116,1194,0.02,2.66,42.33,48845.94,54.68,-2.75,83894,0,1343,
117,1189,0.02,2.66,42.33,49490.61,55.6,-2.79,83877,0,1338,
118,1185,0.02,2.66,42.33,50128.92,56.52,-2.82,83860,0,1334,
119,1180,0.02,2.66,42.33,50760.87,57.44,-2.86,83844,0,1330,
120,1175,0.02,2.66,42.33,51386.48,58.36,-2.9,83828,0,1326,
121,1171,0.01,2.66,42.33,52005.78,59.27,-2.94,83818,0,1322,
122,1167,0.01,2.66,42.33,52618.8,60.19,-2.98,83809,0,1318,
123,1162,0.01,2.66,42.33,53225.55,61.1,-3.02,83800,0,1314,
124,1158,0.01,2.66,42.33,53826.06,62.01,-3.06,83793,0,1310,
125,1153,0.01,2.66,42.33,54420.32,62.91,-3.09,83787,0,1306,
126,1149,0.01,2.66,42.33,55008.37,63.82,-3.13,83781,0,1302,
127,1145,0.01,2.66,42.33,55578.63,64.7,-3.17,83776,0,1299,
128,1141,0.01,2.66,42.33,56154.4,65.6,-3.21,83771,0,1295,
129,1137,0.01,2.66,42.33,56723.98,66.5,-3.24,83766,0,1291,
130,1133,0.01,2.66,42.33,57298.59,67.42,-3.28,83761,0,1287,
131,1129,0.01,2.66,42.33,57844.62,68.3,-3.32,83756,0,1284,
132,1125,0.01,2.66,42.33,58395.71,69.19,-3.36,83753,0,1280,
133,1120,0.01,2.66,42.33,58951.48,70.1,-3.4,83749,0,1277,
134,1116,0.01,2.66,42.33,59490.16,70.99,-3.43,83745,0,1273,
135,1113,0,2.66,42.33,60022.72,71.88,-3.47,83743,0,1270,
136,1109,0,2.66,42.33,60538.7,72.75,-3.51,83740,0,1266,
137,1105,0,2.66,42.33,61059.21,73.64,-3.54,83738,0,1263,
138,1101,0,2.66,42.33,61573.74,74.52,-3.58,83736,0,1260,
139,1097,0,2.66,42.33,62082.28,75.4,-3.62,83735,0,1256,
140,1094,0,2.66,42.33,62584.7,76.28,-3.66,83733,0,1253,
141,1090,0,2.66,42.33,63080.94,77.16,-3.69,83732,0,1250,
142,1087,0,2.66,42.33,63571.04,78.04,-3.73,83731,0,1247,
143,1083,0,2.66,42.33,64054.98,78.92,-3.77,83730,0,1244,
144,1079,0,2.66,42.33,64532.78,79.79,-3.8,83729,0,1241,
145,1076,0,2.66,42.33,65004.44,80.67,-3.84,83729,0,1238,
146,1072,0,2.66,42.33,65469.96,81.54,-3.88,83728,0,1235,
147,1069,0,2.66,42.33,65929.43,82.41,-3.91,83727,0,1232,
148,1066,0,2.66,42.33,66382.86,83.28,-3.95,83727,0,1229,
149,1062,0,2.66,42.33,66830.29,84.14,-3.99,83726,0,1226,
150,1059,0,2.66,42.33,67271.76,85.01,-4.02,83726,0,1223,
151,1056,0,2.66,42.33,67707.31,85.88,-4.06,83725,0,1220,
152,1053,0,2.66,42.33,68136.95,86.74,-4.09,83725,0,1217,
153,1049,0,2.66,42.33,68560.71,87.6,-4.13,83725,0,1214,
154,1046,0,2.66,42.33,68978.58,88.46,-4.17,83725,0,1212,
155,1043,0,2.66,42.33,69390.57,89.32,-4.2,83724,0,1209,
156,1040,0,2.66,42.33,69805.25,90.2,-4.24,83724,0,1206,
157,1037,0.01,2.66,42.33,70216.76,91.08,-4.28,83725,0,1204,
158,1034,0,2.66,42.33,70610.71,91.94,-4.31,83724,0,1201,
159,1031,0,2.66,42.33,70998.76,92.79,-4.35,83724,0,1199,
160,1028,0,2.66,42.33,71380.91,93.65,-4.38,83724,0,1196,
161,1025,0,2.66,42.33,71757.13,94.5,-4.42,83724,0,1194,
162,1022,0,2.66,42.33,72142.13,95.38,-4.46,83724,0,1191,
163,1020,0,2.66,42.33,72506.3,96.24,-4.49,83724,0,1189,
164,1017,0,2.66,42.33,72864.57,97.08,-4.53,83723,0,1186,
165,1014,0,2.66,42.33,73202.97,97.9,-4.56,83723,0,1184,
166,1012,0,2.66,42.33,73549.68,98.75,-4.6,83723,0,1182,
167,1009,0,2.66,42.33,73904.02,99.63,-4.64,83723,0,1179,
168,1007,0,2.66,42.33,74225.45,100.44,-4.67,83723,0,1177,
169,1004,0,2.66,42.33,74567.56,101.32,-4.71,83723,0,1175,
170,1002,0,2.66,42.33,74877.72,102.13,-4.74,83722,0,1173,
171,999,0,2.66,42.33,75195.05,102.97,-4.78,83722,0,1171,
172,997,0,2.66,42.33,75518.85,103.84,-4.81,83722,0,1169,
173,994,0,2.66,42.33,75812.13,104.65,-4.85,83722,0,1167,
174,992,0,2.66,42.33,76123.75,105.52,-4.88,83722,0,1165,
175,990,0,2.66,42.33,76417.43,106.36,-4.92,83722,0,1163,
176,987,0,2.66,42.33,76693.85,107.17,-4.95,83722,0,1161,
177,985,0,2.66,42.33,76976.07,108.01,-4.99,83721,0,1159,
178,983,0,2.66,42.33,77263.39,108.88,-5.02,83721,0,1157,
179,981,0,2.66,42.33,77533.71,109.71,-5.06,83721,0,1155,
180,979,0,2.66,42.33,77798.2,110.55,-5.09,83721,0,1154,
181,977,0,2.66,42.33,78046.63,111.35,-5.13,83721,0,1152,
182,975,0,2.66,42.33,78309.71,112.21,-5.16,83721,0,1150,
183,973,0,2.66,42.33,78546.96,113.01,-5.2,83721,0,1149,
184,971,0,2.66,42.33,78788.41,113.84,-5.23,83720,0,1147,
185,969,0,2.66,42.33,79033.34,114.71,-5.27,83720,0,1145,
186,967,0,2.66,42.33,79253.87,115.51,-5.3,83720,0,1144,
187,966,0,2.66,42.33,79486.73,116.37,-5.34,83720,0,1142,
188,964,0,2.66,42.33,79696.11,117.17,-5.37,83720,0,1141,
189,962,0,2.66,42.33,79916.91,118.03,-5.41,83720,0,1139,
190,961,0,2.66,42.33,80115.17,118.82,-5.44,83719,0,1138,
191,959,0,2.66,42.33,80316,119.65,-5.47,83719,0,1137,
192,958,0.01,2.66,42.33,80503.39,120.44,-5.51,83719,0,1136,
193,956,0,2.66,42.33,80696.73,121.29,-5.54,83719,0,1134,
194,955,0,2.66,42.33,80880.4,122.11,-5.58,83719,0,1133,
195,953,0,2.66,42.33,81058.28,122.94,-5.61,83719,0,1132,
196,952,0,2.66,42.33,81230.39,123.76,-5.64,83719,0,1131,
197,951,0,2.66,42.33,81396.72,124.59,-5.68,83719,0,1129,
198,949,0,2.66,42.33,81557.28,125.41,-5.71,83719,0,1128,
199,948,0,2.66,42.33,81712.07,126.23,-5.75,83719,0,1127,
200,947,0,2.66,42.33,81861.09,127.06,-5.78,83719,0,1126,
201,946,0,2.66,42.33,82004.34,127.88,-5.82,83719,0,1125,
202,945,0,2.66,42.33,82141.82,128.7,-5.85,83718,0,1124,
203,944,0,2.66,42.33,82273.55,129.52,-5.88,83718,0,1124,
204,943,0,2.66,42.33,82399.51,130.34,-5.92,83718,0,1123,
205,942,0,2.66,42.33,82519.72,131.17,-5.95,83718,0,1122,
206,941,0,2.66,42.33,82634.16,131.99,-5.99,83718,0,1121,
207,940,0,2.66,42.33,82742.86,132.81,-6.02,83718,0,1120,
208,939,0,2.66,42.33,82845.79,133.63,-6.06,83718,0,1120,
209,938,0,2.66,42.33,82942.98,134.45,-6.09,83718,0,1119,
210,937,0,2.66,42.33,83034.41,135.27,-6.12,83718,0,1118,
211,937,0,2.66,42.33,83120.1,136.09,-6.16,83718,0,1118,
212,936,0,2.66,42.33,83200.03,136.9,-6.19,83718,0,1117,
213,935,0,2.66,42.33,83272.79,137.71,-6.22,83718,0,1117,
214,954,2.67,2.67,42.02,83341.21,138.53,-6.26,83719,0,1137,
215,978,2.69,2.69,41.66,83403.57,139.38,-6.29,83719,0,1161,
216,1001,2.72,2.72,41.3,83459.98,140.25,-6.33,83720,0,1185,
217,1025,2.74,2.74,40.94,83510.58,141.13,-6.36,83721,0,1210,
218,1050,2.77,2.77,40.57,83555.49,142.04,-6.39,83722,0,1235,
219,1074,2.79,2.79,40.21,83594.86,142.97,-6.43,83723,0,1260,
220,1099,2.82,2.82,39.85,83628.81,143.92,-6.46,83724,0,1286,
221,1125,2.84,2.85,39.48,83657.49,144.89,-6.49,83725,0,1312,
222,1151,2.87,2.87,39.12,83681.05,145.88,-6.53,83726,0,1338,
223,1177,2.9,2.9,38.76,83699.66,146.89,-6.56,83727,0,1365,
224,1204,2.92,2.93,38.4,83713.46,147.93,-6.59,83727,0,1392,
225,1231,2.95,2.95,38.03,83722.75,149.01,-6.63,83728,0,1420,
226,1259,2.98,2.98,37.66,83727.37,150.09,-6.66,83728,0,1448,
227,1286,3.01,3.01,37.31,83727.73,151.17,-6.69,83728,0,1476,
228,1314,3.04,3.04,36.95,83724.04,152.3,-6.73,83728,0,1504,
229,1342,3.07,3.07,36.58,83716.43,153.45,-6.76,83727,0,1533,
230,1371,3.1,3.1,36.22,83705.11,154.62,-6.79,83726,0,1562,
231,1400,3.13,3.13,35.86,83690.28,155.82,-6.82,83725,0,1592,
232,1430,3.16,3.16,35.5,83672.14,157.04,-6.86,83724,0,1621,
233,1460,3.19,3.2,35.13,83650.92,158.29,-6.89,83723,0,1652,
234,1490,3.23,3.23,34.77,83626.85,159.56,-6.92,83721,0,1682,
235,1521,3.26,3.26,34.41,83600.15,160.85,-6.95,83719,0,1713,
236,1552,3.3,3.3,34.05,83571.08,162.17,-6.98,83717,0,1744,
237,1583,3.33,3.33,33.68,83539.87,163.52,-7.02,83715,0,1776,
238,1615,3.37,3.37,33.32,83506.8,164.89,-7.05,83713,0,1808,
239,1647,3.4,3.41,32.96,83472.13,166.29,-7.08,83711,0,1841,
240,1680,3.44,3.44,32.59,83436.15,167.72,-7.11,83710,0,1873,
241,1713,3.48,3.49,32.23,83399.14,169.17,-7.14,83710,0,1906,
242,1746,3.52,3.52,31.87,83361.41,170.66,-7.17,83711,0,1940,
243,1780,3.56,3.56,31.51,83323.28,172.16,-7.2,83714,0,1974,
244,1814,3.6,3.61,31.14,83285.09,173.7,-7.24,83721,0,2008,
245,1832,0,3.63,30.96,83246.19,175.3,-7.27,83725,0,2026,
246,1852,0,0,30.75,83207.68,176.87,-7.3,83732,0,2046,
247,1852,0,0,30.75,83168.87,178.42,-7.33,83731,0,2046,
248,1852,0,0,30.75,83127.84,180.01,-7.36,83731,0,2046,
249,1852,0,0,30.75,83085.34,181.59,-7.39,83731,0,2046,
250,1853,0,0,30.75,83041.38,183.18,-7.42,83731,0,2047,
251,1853,0,0,30.75,82995.06,184.8,-7.45,83731,0,2047,
252,1853,0,0,30.75,82948.18,186.39,-7.48,83731,0,2047,
253,1853,0,0,30.75,82899.85,187.97,-7.51,83731,0,2047,
254,1853,0,0,30.75,82851.11,189.53,-7.54,83731,0,2047,
255,1854,0,1.39,18.34,82799.95,191.12,-7.57,83731,0,2048,
256,1854,0,1.39,18.34,82747.36,192.71,-7.6,83731,0,2048,
257,1854,0,1.39,18.34,82693.33,194.31,-7.63,83731,0,2048,
258,1854,0,1.39,18.34,82636.73,195.93,-7.66,83731,0,2048,
259,1854,0,1.39,18.34,82580.94,197.49,-7.69,83731,0,2048,
260,1855,0.14,1.39,18.34,82522.6,199.09,-7.72,83731,0,2049,
261,1860,0,1.39,18.32,82463.3,200.68,-7.75,83731,0,2054,
262,1860,0,1.39,18.32,82402.71,202.28,-7.78,83731,0,2054,
263,1860,0,1.39,18.32,82340.75,203.89,-7.81,83731,0,2054,
264,1861,0,1.39,18.32,82277.39,205.49,-7.84,83731,0,2054,
265,1861,0,1.39,18.32,82212.6,207.09,-7.87,83731,0,2055,
266,1861,0,1.39,18.32,82146.36,208.69,-7.89,83731,0,2055,
267,1861,0,1.39,18.32,82077.34,210.33,-7.92,83731,0,2055,
268,1862,0,1.39,18.32,82009.68,211.9,-7.95,83731,0,2055,
269,1862,0,1.39,18.32,81939.26,213.51,-7.98,83731,0,2056,
270,1862,0,1.39,18.32,81867.46,215.11,-8.01,83731,0,2056,
271,1863,0,1.39,18.32,81794.23,216.72,-8.04,83731,0,2056,
272,1863,0,1.39,18.32,81719.57,218.33,-8.07,83731,0,2056,
273,1863,0,1.39,18.32,81643.5,219.94,-8.1,83730,0,2057,
274,1863,0,1.39,18.32,81566.04,221.55,-8.13,83730,0,2057,
275,1864,0,1.39,18.32,81487.2,223.16,-8.15,83730,0,2057,
276,1864,0,1.39,18.32,81406.96,224.77,-8.18,83730,0,2058,
277,1864,0,1.39,18.32,81325.31,226.38,-8.21,83730,0,2058,
278,1865,0,1.39,18.32,81242.24,227.99,-8.24,83730,0,2058,
279,1865,0,1.39,18.32,81157.76,229.61,-8.27,83730,0,2059,
280,1865,0,1.39,18.32,81071.89,231.22,-8.3,83730,0,2059,
281,1866,0,1.39,18.32,80984.63,232.84,-8.33,83730,0,2059,
282,1866,0,1.39,18.32,80895.97,234.45,-8.35,83730,0,2059,
283,1867,0,1.39,18.32,80805.92,236.07,-8.38,83730,0,2060,
284,1867,0,1.39,18.32,80714.45,237.69,-8.41,83730,0,2060,
285,1867,0,1.39,18.32,80621.58,239.31,-8.44,83730,0,2061,
286,1868,0,1.39,18.32,80527.31,240.93,-8.47,83730,0,2061,
287,1868,0,1.39,18.32,80431.65,242.54,-8.49,83730,0,2061,
288,1868,0,1.39,18.32,80334.6,244.17,-8.52,83729,0,2062,
289,1869,0,1.39,18.32,80236.15,245.79,-8.55,83729,0,2062,
290,1869,0,1.39,18.32,80136.3,247.41,-8.58,83729,0,2062,
291,1870,0,1.39,18.32,80035.05,249.03,-8.6,83729,0,2063,
292,1870,0,1.39,18.32,79932.4,250.66,-8.63,83729,0,2063,
293,1870,0,1.39,18.32,79828.36,252.28,-8.66,83729,0,2063,
294,1871,0,1.39,18.32,79722.93,253.91,-8.69,83729,0,2064,
295,1871,0,1.39,18.32,79616.11,255.53,-8.71,83729,0,2064,
296,1872,0,1.39,18.32,79507.89,257.16,-8.74,83729,0,2065,
297,1872,0,1.39,18.32,79398.27,258.79,-8.77,83729,0,2065,
298,1873,0,1.39,18.32,79287.26,260.42,-8.8,83729,0,2065,
299,1873,0,1.39,18.32,79174.86,262.05,-8.82,83729,0,2066,
300,1874,0,1.39,18.32,79061.08,263.68,-8.85,83729,0,2066,
301,1874,0,1.39,18.32,78945.9,265.31,-8.88,83729,0,2067,
302,1875,0,1.39,18.32,78829.33,266.94,-8.9,83729,0,2067,
303,1875,0,1.39,18.32,78711.35,268.57,-8.93,83728,0,2068,
304,1875,0,1.39,18.32,78591.94,270.21,-8.96,83728,0,2068,
305,1876,0,1.39,18.32,78471.18,271.84,-8.98,83728,0,2068,
306,1876,0,1.39,18.32,78349.16,273.48,-9.01,83728,0,2069,
307,1877,0,1.39,18.32,78225.8,275.11,-9.04,83728,0,2069,
308,1877,0,1.39,18.32,78101.11,276.75,-9.06,83728,0,2070,
309,1878,0,1.39,18.32,77975.01,278.39,-9.09,83728,0,2070,
310,1878,0,1.39,18.32,77847.4,280.03,-9.12,83728,0,2071,
311,1879,0,1.39,18.32,77718.31,281.67,-9.14,83728,0,2071,
312,1880,0,1.39,18.32,77587.85,283.31,-9.17,83728,0,2072,
313,1880,0,1.39,18.32,77456.04,284.95,-9.19,83728,0,2072,
314,1881,0,1.39,18.32,77322.87,286.59,-9.22,83728,0,2073,
315,1881,0,1.39,18.32,77188.31,288.23,-9.25,83728,0,2073,
316,1882,0,1.39,18.32,77052.34,289.88,-9.27,83728,0,2074,
317,1882,0,1.39,18.32,76914.98,291.52,-9.3,83728,0,2074,
318,1883,0,1.39,18.32,76776.25,293.17,-9.32,83727,0,2075,
319,1883,0,1.39,18.32,76636.14,294.81,-9.35,83727,0,2075,
320,1884,0,1.39,18.32,76494.68,296.46,-9.37,83727,0,2076,
321,1885,0,1.39,18.32,76351.84,298.11,-9.4,83727,0,2076,
322,1886,0.14,1.39,18.31,76207.61,299.76,-9.42,83716,0,2077,
323,1896,1.4,1.4,18.24,76065.21,301.42,-9.45,83467,0,2088,
324,1907,1.4,1.4,18.17,75927.33,303.08,-9.48,83225,0,2099,
325,1919,1.41,1.41,18.09,75794.11,304.76,-9.5,82968,0,2110,
326,1930,1.41,1.41,18.02,75665.7,306.45,-9.53,82727,0,2121,
327,1941,1.42,1.42,17.95,75542.21,308.15,-9.56,82473,0,2132,
328,1952,1.43,1.42,17.88,75423.8,309.87,-9.59,82230,0,2143,
329,1963,1.43,1.43,17.8,75310.59,311.59,-9.62,81984,0,2154,
330,1974,1.44,1.44,17.73,75202.74,313.32,-9.65,81745,0,2165,
331,1985,1.44,1.44,17.66,75100.38,315.07,-9.68,81512,0,2176,
332,1997,1.45,1.45,17.58,75003.66,316.83,-9.71,81286,0,2188,
333,2008,1.45,1.45,17.51,74912.73,318.59,-9.74,81076,0,2199,
334,2019,1.46,1.46,17.44,74827.74,320.37,-9.77,80884,0,2210,
335,2031,1.47,1.47,17.37,74748.85,322.16,-9.8,80724,0,2221,
336,2042,1.47,1.47,17.29,74676.22,323.96,-9.83,80612,7228,2233,
